Waterbody,Species,Date,Sample.code,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Dolly Varden, 2021-06-21,23,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,1,0.353147223
Montana Creek,Dolly Varden, 2021-06-21,23,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,1,0.517090839
Montana Creek,Dolly Varden, 2021-06-21,23,Empididae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3.5,1,0.131096471
Montana Creek,Dolly Varden, 2021-06-21,23,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,4,1,0.104396396
Montana Creek,Dolly Varden, 2021-06-21,23,Tipuloidea,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,9,1,1.048871212
Montana Creek,Dolly Varden, 2021-06-21,23,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-21,25,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,3,2,0.26442988
Montana Creek,Dolly Varden, 2021-06-21,25,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,4,1,0.278369714
Montana Creek,Dolly Varden, 2021-06-21,25,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-06-21,25,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,2,0.445087796
Montana Creek,Dolly Varden, 2021-06-21,25,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-06-21,25,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,4,1,0.104396396
Montana Creek,Dolly Varden, 2021-06-21,25,Tipuloidea,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,1,0.534694656
Montana Creek,Dolly Varden, 2021-06-21,25,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,2,83.96564825
Montana Creek,Dolly Varden, 2021-06-21,27,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,5,0.623691006
Montana Creek,Dolly Varden, 2021-06-21,27,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-06-21,27,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,3,0.855696192
Montana Creek,Dolly Varden, 2021-06-21,27,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Dolly Varden, 2021-06-21,27,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Dolly Varden, 2021-06-21,27,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Dolly Varden, 2021-06-21,27,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,8,1,0.424296243
Montana Creek,Dolly Varden, 2021-06-21,27,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,1,0.28374275
Montana Creek,Dolly Varden, 2021-06-21,27,Aphididae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,1.5,1,0.120304678
Montana Creek,Dolly Varden, 2021-06-21,30,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-21,30,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-21,30,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-21,30,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,1,0.521083892
Montana Creek,Dolly Varden, 2021-06-21,30,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Dolly Varden, 2021-06-21,30,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Dolly Varden, 2021-06-21,35,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,1,0.65230374
Montana Creek,Dolly Varden, 2021-06-21,35,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,7,1,0.875046624
Montana Creek,Dolly Varden, 2021-06-21,35,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,2,2.741176529
Montana Creek,Dolly Varden, 2021-06-21,35,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-21,35,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,7,1,0.765620176
Montana Creek,Dolly Varden, 2021-06-21,35,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,5,126.6896904
Montana Creek,Dolly Varden, 2021-06-21,36,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-21,36,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Dolly Varden, 2021-06-21,36,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,1,0.032989754
Montana Creek,Dolly Varden, 2021-06-21,36,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.413179363
Montana Creek,Dolly Varden, 2021-06-21,37,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,5,6.852941322
Montana Creek,Dolly Varden, 2021-06-21,37,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,5,1,0.958003565
Montana Creek,Dolly Varden, 2021-06-21,37,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
Montana Creek,Dolly Varden, 2021-06-21,37,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,8,1,5.868523063
Montana Creek,Dolly Varden, 2021-06-21,37,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Dolly Varden, 2021-06-21,37,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,6,1,1.805671012
Montana Creek,Dolly Varden, 2021-06-24,34,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-24,34,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,1,1.595118013
Montana Creek,Dolly Varden, 2021-06-24,58,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,19,1,22.96290008
Montana Creek,Dolly Varden, 2021-06-24,58,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-24,58,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,2,1.034181677
Montana Creek,Dolly Varden, 2021-06-24,58,Empididae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,1.519610204
Montana Creek,Dolly Varden, 2021-06-24,58,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,10,2,10.95931971
Montana Creek,Dolly Varden, 2021-06-24,86,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-06-30,2,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,6,0.748429207
Montana Creek,Dolly Varden, 2021-06-30,2,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Dolly Varden, 2021-06-30,2,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,2,1.0835392
Montana Creek,Dolly Varden, 2021-06-30,2,Ephydridae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Ephydridae,shore and brine flies,4,1,0.104396396
Montana Creek,Dolly Varden, 2021-06-30,2,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-06-30,2,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,1,0.032989754
Montana Creek,Dolly Varden, 2021-06-30,20,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-30,20,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Dolly Varden, 2021-06-30,20,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Dolly Varden, 2021-06-30,20,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-06-30,20,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-06-30,21,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Dolly Varden, 2021-06-30,21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-06-30,22,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,34,1,92.73794733
Montana Creek,Dolly Varden, 2021-06-30,22,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.441832252
Montana Creek,Dolly Varden, 2021-06-30,22,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,1,0.517090839
Montana Creek,Dolly Varden, 2021-06-30,22,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,1,0.019800744
Montana Creek,Dolly Varden, 2021-06-30,25,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-06-30,36,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-06-30,39,Dytiscidae,A,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Dytiscidae,predaceous diving beetles,3,1,0.965485719
Montana Creek,Dolly Varden, 2021-06-30,39,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,2,0.508930729
Montana Creek,Dolly Varden, 2021-06-30,39,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-30,39,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,6,1.711392384
Montana Creek,Dolly Varden, 2021-06-30,39,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,2,1.0835392
Montana Creek,Dolly Varden, 2021-06-30,39,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-06-30,39,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3.5,1,0.14495361
Montana Creek,Dolly Varden, 2021-06-30,39,Taeniopterygidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Taeniopterygidae,stoneflies,2,1,0.045348939
Montana Creek,Dolly Varden, 2021-06-30,40,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-06-30,42,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-30,42,Dolophilodes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Philopotamidae,caddisflies,7,1,0.662233556
Montana Creek,Dolly Varden, 2021-06-30,42,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-30,43,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-06-30,44,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2.5,1,0.073850492
Montana Creek,Dolly Varden, 2021-06-30,44,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-06-30,44,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-06-30,44,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-06-30,44,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,2,0.145710336
Montana Creek,Dolly Varden, 2021-06-30,44,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-06-30,44,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,1,0.497954677
Montana Creek,Dolly Varden, 2021-06-30,44,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-30,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-30,48,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,1,0.517090839
Montana Creek,Dolly Varden, 2021-06-30,48,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,5,1,0.190356302
Montana Creek,Dolly Varden, 2021-07-02,3,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,6,1,0.766262564
Montana Creek,Dolly Varden, 2021-07-02,39,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,2,0.508930729
Montana Creek,Dolly Varden, 2021-07-02,41,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,16,1,12.38614584
Montana Creek,Dolly Varden, 2021-07-02,41,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-07-02,41,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,1,0.81284879
Montana Creek,Dolly Varden, 2021-07-02,41,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-07-02,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,1,0.032989754
Montana Creek,Dolly Varden, 2021-07-02,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,2,1.817260317
Montana Creek,Dolly Varden, 2021-07-02,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-07-02,41,Empididae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.917731359
Montana Creek,Dolly Varden, 2021-07-02,41,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,7,1,1.234463728
Montana Creek,Dolly Varden, 2021-07-02,41,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-07-02,41,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-07-02,44,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-07-02,45,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-07-02,46,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,1,0.497954677
Montana Creek,Dolly Varden, 2021-07-02,47,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,4,1,0.097948733
Montana Creek,Dolly Varden, 2021-07-02,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-07-02,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,3,0.374214604
Montana Creek,Dolly Varden, 2021-07-02,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-07-02,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-07-02,48,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-07-02,48,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,2,0.445087796
Montana Creek,Dolly Varden, 2021-07-02,49,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-07-02,49,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-07-02,49,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,5,0.623691006
Montana Creek,Dolly Varden, 2021-07-02,49,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,3,0.855696192
Montana Creek,Dolly Varden, 2021-07-02,49,Tipuloidea,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,1,0.598102853
Montana Creek,Dolly Varden, 2021-07-02,49,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,40,1,1.161966478
Montana Creek,Dolly Varden, 2021-07-02,49,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-07-02,50,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-07-06,2,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-07-06,2,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,1,3.315382034
Montana Creek,Dolly Varden, 2021-07-06,2,Aphididae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,2.5,1,0.290234983
Montana Creek,Dolly Varden, 2021-07-06,7,Neothremma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Uenoidae,caddisflies,5,1,0.540211555
Montana Creek,Dolly Varden, 2021-07-06,7,Neuroptera,L,insect,Terrestrial,Arthropoda: Insecta,Neuroptera,x,x,7,1,0.9513652
Montana Creek,Dolly Varden, 2021-07-06,7,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2.5,1,0.073850492
Montana Creek,Dolly Varden, 2021-07-06,7,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-07-06,7,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-07-06,15,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3.5,2,0.356396936
Montana Creek,Dolly Varden, 2021-07-06,15,Brachycera,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,4,1,0.144207261
Montana Creek,Dolly Varden, 2021-07-06,15,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,13,1,5.730792823
Montana Creek,Dolly Varden, 2021-07-06,15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8,1,0.415584174
Montana Creek,Dolly Varden, 2021-07-06,15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Dolly Varden, 2021-07-06,15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Dolly Varden, 2021-07-06,15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,1,0.915083479
Montana Creek,Dolly Varden, 2021-07-06,15,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Dolly Varden, 2021-07-06,15,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,7,2,1.401684238
Montana Creek,Dolly Varden, 2021-07-06,17,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,4,1,0.21144314
Montana Creek,Dolly Varden, 2021-07-06,17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2.5,1,0.073850492
Montana Creek,Dolly Varden, 2021-07-06,17,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,5,1,1.843918815
Montana Creek,Dolly Varden, 2021-07-06,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,11,1.372120213
Montana Creek,Dolly Varden, 2021-07-06,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,16,4.563713025
Montana Creek,Dolly Varden, 2021-07-06,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,11,5.9594656
Montana Creek,Dolly Varden, 2021-07-06,21,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,1,0.216938473
Montana Creek,Dolly Varden, 2021-07-06,21,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,1,0.28374275
Montana Creek,Dolly Varden, 2021-07-06,21,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
